0,4160.873994
1,4205.878491
2,4191.046586
3,3782.143762
4,3320.492564
5,3209.431994
6,4039.536789
7,3056.457886
8,3109.317638
9,4435.162014
10,3474.587687
11,3516.218325
12,3433.240036
13,3929.064237
14,4372.644447
15,2707.843264
16,3878.677175
17,3918.261862
18,4368.575616
19,4380.750803
20,3445.742591
21,4356.026629
22,4294.047902
23,3429.529813
24,3462.487534
25,3739.837654
26,4211.706614
27,4281.358961
28,4271.299432
29,4267.046180
30,3811.326323
31,3373.915679
32,3398.239678
33,3822.519433
34,3828.766383
35,4282.809364
36,3828.014421
37,4306.101901
38,3357.182183
39,4277.981712
40,3849.013435
41,4145.596320
42,3366.908880
43,2918.089949
44,4341.587274
45,3836.553678
46,3855.406730
47,3839.672847
48,3811.618925
49,3793.205275
50,4357.038129
51,4346.628603
52,3846.463362
53,3383.769459
54,3855.755190
55,3389.458533
56,4231.987071
57,4325.663933
58,3342.887638
59,3357.832452
60,3836.833786
61,2911.927865
62,4340.161436
63,3839.840023
64,3803.176287
65,3871.644236
66,3728.882489
67,3794.392424
68,3847.513818
69,3811.455716
70,3830.199657
71,3834.995121
72,3820.183722
73,3799.376001
74,3375.266964
75,3818.606639
76,3824.073048
77,3804.823622
78,4296.561719
79,3768.260286
80,3315.204904
81,3327.508496
82,4319.527763
83,3317.942096
84,4278.912413
85,3287.867151
86,3753.743423
87,3699.774179
88,3668.953704
89,3834.898762
90,3327.583099
91,3817.945184
92,4353.615423
93,3669.079449
94,3734.834258
95,3073.465252
96,3540.046015
97,2809.915016
98,2693.060458
99,4133.511503
